Asia/Bangkok,Open,High,Low,Close,Volume
2026-07-24T00:58:00+07:00,4042.175,4042.805,4042.135,4042.585,22860
2026-07-24T00:59:00+07:00,4042.585,4042.595,4041.475,4041.625,31560
2026-07-24T01:00:00+07:00,4041.585,4042.895,4040.235,4042.875,50400
2026-07-24T01:01:00+07:00,4042.785,4042.945,4041.535,4042.085,38520
2026-07-24T01:02:00+07:00,4041.995,4042.705,4041.695,4042.655,49380
2026-07-24T01:03:00+07:00,4042.745,4043.225,4042.465,4042.895,40800
2026-07-24T01:04:00+07:00,4042.965,4043.115,4041.495,4041.595,31020
2026-07-24T01:05:00+07:00,4041.605,4042.395,4040.525,4041.825,42120
2026-07-24T01:06:00+07:00,4041.835,4043.845,4041.615,4043.285,43380
2026-07-24T01:07:00+07:00,4043.225,4043.255,4042.435,4042.815,27780
2026-07-24T01:08:00+07:00,4042.815,4043.995,4042.615,4043.655,29220
2026-07-24T01:09:00+07:00,4043.635,4044.065,4043.005,4043.115,27900
2026-07-24T01:10:00+07:00,4043.045,4043.705,4042.495,4042.935,40800
2026-07-24T01:11:00+07:00,4042.885,4043.965,4042.055,4042.975,39300
2026-07-24T01:12:00+07:00,4042.905,4043.555,4042.765,4043.455,25200
2026-07-24T01:13:00+07:00,4043.515,4043.515,4042.075,4042.155,40140
2026-07-24T01:14:00+07:00,4042.145,4043.255,4041.215,4041.665,44700
2026-07-24T01:15:00+07:00,4041.685,4042.055,4040.385,4041.895,44940
2026-07-24T01:16:00+07:00,4041.895,4043.115,4041.705,4043.045,43500
2026-07-24T01:17:00+07:00,4043.395,4043.765,4042.435,4042.895,40440
2026-07-24T01:18:00+07:00,4042.805,4044.575,4042.405,4043.835,38700
2026-07-24T01:19:00+07:00,4043.775,4043.955,4042.685,4042.865,29460
2026-07-24T01:20:00+07:00,4042.855,4043.435,4042.445,4042.725,30720
2026-07-24T01:21:00+07:00,4042.725,4043.115,4041.235,4041.335,40140
2026-07-24T01:22:00+07:00,4041.095,4041.745,4040.565,4040.825,37980
2026-07-24T01:23:00+07:00,4040.755,4041.775,4040.475,4041.525,34980
2026-07-24T01:24:00+07:00,4041.525,4042.425,4041.465,4041.855,31440
2026-07-24T01:25:00+07:00,4041.825,4042.135,4040.905,4041.775,40020
2026-07-24T01:26:00+07:00,4041.805,4043.405,4041.805,4042.895,43560
2026-07-24T01:27:00+07:00,4042.945,4044.935,4042.835,4043.535,45240
2026-07-24T01:28:00+07:00,4043.535,4045.005,4043.445,4044.915,51690
2026-07-24T01:29:00+07:00,4044.825,4044.995,4044.085,4044.365,48960
2026-07-24T01:30:00+07:00,4044.315,4046.835,4044.315,4046.795,48420
2026-07-24T01:31:00+07:00,4046.805,4048.055,4046.305,4046.345,49980
2026-07-24T01:32:00+07:00,4046.325,4046.575,4045.385,4045.485,40290
2026-07-24T01:33:00+07:00,4045.185,4046.125,4045.135,4045.675,33090
2026-07-24T01:34:00+07:00,4045.645,4046.005,4044.555,4045.285,30090
2026-07-24T01:35:00+07:00,4045.315,4045.515,4044.215,4045.485,38700
2026-07-24T01:36:00+07:00,4045.495,4046.445,4045.485,4046.275,34650
2026-07-24T01:37:00+07:00,4046.295,4046.685,4044.955,4045.755,36660
2026-07-24T01:38:00+07:00,4045.805,4045.975,4045.035,4045.055,32970
2026-07-24T01:39:00+07:00,4045.075,4045.665,4044.295,4045.165,33000
2026-07-24T01:40:00+07:00,4045.115,4045.435,4044.765,4045.275,33000
2026-07-24T01:41:00+07:00,4045.345,4045.875,4044.895,4045.725,33720
2026-07-24T01:42:00+07:00,4045.765,4046.085,4045.435,4045.695,29610
2026-07-24T01:43:00+07:00,4045.645,4046.605,4045.525,4046.055,30000
2026-07-24T01:44:00+07:00,4046.085,4046.495,4044.965,4046.355,32070
2026-07-24T01:45:00+07:00,4046.355,4047.145,4046.285,4046.655,42900
2026-07-24T01:46:00+07:00,4046.615,4047.155,4046.445,4046.905,31320
2026-07-24T01:47:00+07:00,4046.935,4048.065,4046.735,4047.865,38460
2026-07-24T01:48:00+07:00,4047.895,4048.305,4047.315,4047.475,34620
2026-07-24T01:49:00+07:00,4047.495,4047.965,4046.795,4047.155,35040
2026-07-24T01:50:00+07:00,4047.135,4047.275,4046.205,4046.645,37560
2026-07-24T01:51:00+07:00,4046.565,4046.925,4045.895,4046.685,31680
2026-07-24T01:52:00+07:00,4046.595,4047.045,4046.465,4046.805,34200
2026-07-24T01:53:00+07:00,4046.835,4046.885,4045.995,4046.095,37860
2026-07-24T01:54:00+07:00,4046.025,4046.435,4045.555,4046.055,37740
2026-07-24T01:55:00+07:00,4046.055,4046.755,4045.725,4046.685,26850
2026-07-24T01:56:00+07:00,4046.785,4046.855,4045.765,4046.045,13860
2026-07-24T01:57:00+07:00,4046.075,4046.335,4044.835,4045.565,11850
2026-07-24T01:58:00+07:00,4045.585,4045.585,4044.055,4045.355,18600
2026-07-24T01:59:00+07:00,4045.295,4046.255,4044.885,4046.115,21960
2026-07-24T02:00:00+07:00,4046.095,4048.525,4046.015,4047.565,38970
2026-07-24T02:01:00+07:00,4047.505,4048.175,4047.025,4047.355,18090
2026-07-24T02:02:00+07:00,4047.415,4047.755,4046.345,4047.205,12750
2026-07-24T02:03:00+07:00,4047.205,4047.545,4046.355,4046.405,14580
2026-07-24T02:04:00+07:00,4046.325,4046.475,4044.835,4045.045,29280
2026-07-24T02:05:00+07:00,4045.045,4045.615,4044.705,4045.475,29190
2026-07-24T02:06:00+07:00,4045.475,4046.075,4045.375,4045.855,19230
2026-07-24T02:07:00+07:00,4045.865,4045.985,4045.065,4045.685,14940
2026-07-24T02:08:00+07:00,4045.705,4045.815,4044.515,4044.935,34050
2026-07-24T02:09:00+07:00,4045.365,4045.435,4043.315,4043.315,35430
2026-07-24T02:10:00+07:00,4043.485,4043.725,4042.795,4043.515,37230
2026-07-24T02:11:00+07:00,4043.515,4044.235,4043.445,4044.195,22080
2026-07-24T02:12:00+07:00,4044.135,4044.305,4043.085,4043.455,18420
2026-07-24T02:13:00+07:00,4043.435,4043.465,4042.855,4043.085,21660
2026-07-24T02:14:00+07:00,4043.095,4043.405,4042.765,4043.015,26940
2026-07-24T02:15:00+07:00,4043.015,4044.905,4042.875,4044.445,49800
2026-07-24T02:16:00+07:00,4044.475,4045.665,4044.445,4044.755,42480
2026-07-24T02:17:00+07:00,4044.795,4045.275,4044.595,4044.985,38280
2026-07-24T02:18:00+07:00,4045.025,4045.135,4044.475,4044.735,34380
2026-07-24T02:19:00+07:00,4044.775,4045.305,4044.735,4044.815,35760
2026-07-24T02:20:00+07:00,4044.815,4045.935,4044.775,4045.725,44520
2026-07-24T02:21:00+07:00,4045.725,4046.835,4045.725,4046.675,39480
2026-07-24T02:22:00+07:00,4046.735,4047.315,4045.985,4046.355,43800
2026-07-24T02:23:00+07:00,4046.355,4047.105,4045.965,4046.845,30720
2026-07-24T02:24:00+07:00,4046.845,4048.215,4046.845,4047.835,21780
2026-07-24T02:25:00+07:00,4047.835,4048.905,4047.785,4047.865,36000
2026-07-24T02:26:00+07:00,4047.845,4047.995,4046.985,4047.065,20820
2026-07-24T02:27:00+07:00,4047.035,4048.155,4046.915,4047.865,20640
2026-07-24T02:28:00+07:00,4047.885,4048.515,4046.715,4046.895,38580
2026-07-24T02:29:00+07:00,4046.895,4048.135,4046.835,4047.965,20460
2026-07-24T02:30:00+07:00,4047.965,4050.875,4047.825,4049.505,53520
2026-07-24T02:31:00+07:00,4049.505,4049.615,4047.325,4047.325,43440
2026-07-24T02:32:00+07:00,4047.355,4047.635,4046.765,4047.465,37380
2026-07-24T02:33:00+07:00,4047.375,4047.525,4045.485,4046.385,34260
2026-07-24T02:34:00+07:00,4046.305,4047.425,4046.305,4047.165,30900
2026-07-24T02:35:00+07:00,4047.165,4047.865,4046.685,4046.715,43620
2026-07-24T02:36:00+07:00,4046.715,4047.395,4046.605,4047.175,31320
2026-07-24T02:37:00+07:00,4047.275,4047.795,4047.185,4047.285,34500
2026-07-24T02:38:00+07:00,4047.265,4047.575,4046.925,4046.925,30120
2026-07-24T02:39:00+07:00,4046.945,4048.215,4046.915,4047.655,24900
2026-07-24T02:40:00+07:00,4047.655,4047.815,4046.735,4046.965,34740
2026-07-24T02:41:00+07:00,4046.965,4047.985,4046.925,4047.445,37380
2026-07-24T02:42:00+07:00,4047.475,4047.635,4046.605,4046.755,43740
2026-07-24T02:43:00+07:00,4046.755,4046.945,4046.245,4046.335,31740
2026-07-24T02:44:00+07:00,4046.315,4046.495,4045.595,4045.625,36780
2026-07-24T02:45:00+07:00,4045.695,4046.105,4045.185,4045.825,42480
2026-07-24T02:46:00+07:00,4045.755,4045.875,4044.965,4045.235,31620
2026-07-24T02:47:00+07:00,4045.235,4046.505,4044.665,4046.485,37260
2026-07-24T02:48:00+07:00,4046.545,4046.705,4045.245,4045.315,26640
2026-07-24T02:49:00+07:00,4045.275,4046.125,4045.185,4045.875,27360
2026-07-24T02:50:00+07:00,4046.035,4047.835,4046.035,4047.5,49090
2026-07-24T02:51:00+07:00,4047.5,4049.635,4046.855,4049.545,51870
2026-07-24T02:52:00+07:00,4049.545,4050.055,4048.645,4049.795,49440
2026-07-24T02:53:00+07:00,4049.855,4049.995,4048.945,4049.125,37920
2026-07-24T02:54:00+07:00,4049.135,4050.175,4049.085,4050.085,53700
2026-07-24T02:55:00+07:00,4050.375,4050.745,4049.595,4049.765,44220
2026-07-24T02:56:00+07:00,4049.745,4050.275,4049.315,4049.785,25140
2026-07-24T02:57:00+07:00,4049.775,4050.715,4049.475,4050.635,28560
2026-07-24T02:58:00+07:00,4050.615,4051.085,4049.615,4050.095,53040
2026-07-24T02:59:00+07:00,4050.115,4050.845,4049.215,4049.475,56040
2026-07-24T03:00:00+07:00,4049.655,4050.885,4049.435,4050.125,50580
2026-07-24T03:01:00+07:00,4050.175,4050.195,4048.905,4049.005,33120
2026-07-24T03:02:00+07:00,4049.055,4050.045,4049.045,4049.255,31740
2026-07-24T03:03:00+07:00,4049.295,4049.815,4048.915,4048.965,19920
2026-07-24T03:04:00+07:00,4048.975,4049.135,4048.545,4048.695,18240
2026-07-24T03:05:00+07:00,4048.725,4049.015,4048.235,4048.275,16800
2026-07-24T03:06:00+07:00,4048.305,4049.005,4048.075,4048.935,17340
2026-07-24T03:07:00+07:00,4048.915,4048.945,4048.135,4048.925,9480
2026-07-24T03:08:00+07:00,4048.925,4049.325,4048.645,4049.225,6000
2026-07-24T03:09:00+07:00,4049.335,4049.925,4048.105,4048.605,13440
2026-07-24T03:10:00+07:00,4048.605,4049.075,4048.395,4048.615,9360
2026-07-24T03:11:00+07:00,4048.655,4049.275,4048.595,4049.075,9090
2026-07-24T03:12:00+07:00,4049.045,4049.585,4048.585,4048.695,13230
2026-07-24T03:13:00+07:00,4048.645,4049.935,4048.385,4049.665,17880
2026-07-24T03:14:00+07:00,4049.645,4049.845,4049.275,4049.345,15300
2026-07-24T03:15:00+07:00,4049.315,4049.555,4048.795,4048.935,12600
2026-07-24T03:16:00+07:00,4048.875,4049.405,4048.245,4048.355,15630
2026-07-24T03:17:00+07:00,4048.415,4048.675,4048.175,4048.475,10020
2026-07-24T03:18:00+07:00,4048.435,4048.445,4048.135,4048.145,6900
2026-07-24T03:19:00+07:00,4048.105,4048.625,4047.765,4048.485,14220
2026-07-24T03:20:00+07:00,4048.665,4048.795,4047.565,4047.565,16860
2026-07-24T03:21:00+07:00,4047.585,4048.375,4047.175,4048.145,10800
2026-07-24T03:22:00+07:00,4048.095,4048.945,4048.095,4048.785,12060
2026-07-24T03:23:00+07:00,4048.815,4048.815,4048.445,4048.685,5400
2026-07-24T03:24:00+07:00,4048.455,4048.925,4048.455,4048.865,13560
2026-07-24T03:25:00+07:00,4048.895,4049.115,4048.785,4048.955,7980
2026-07-24T03:26:00+07:00,4048.875,4048.995,4048.595,4048.855,11460
2026-07-24T03:27:00+07:00,4048.925,4049.925,4048.915,4049.865,9480
2026-07-24T03:28:00+07:00,4049.835,4050.445,4049.735,4050.055,14820
2026-07-24T03:29:00+07:00,4050.035,4050.685,4049.605,4050.025,18630
2026-07-24T03:30:00+07:00,4050.055,4050.445,4048.955,4048.985,16140
2026-07-24T03:31:00+07:00,4048.915,4049.685,4048.915,4049.595,11700
2026-07-24T03:32:00+07:00,4049.625,4050.005,4049.515,4049.605,12000
2026-07-24T03:33:00+07:00,4049.655,4049.715,4049.025,4049.025,12240
2026-07-24T03:34:00+07:00,4049.025,4049.835,4049.025,4049.675,11220
2026-07-24T03:35:00+07:00,4049.815,4049.955,4049.635,4049.785,7380
2026-07-24T03:36:00+07:00,4049.885,4049.895,4049.735,4049.845,9000
2026-07-24T03:37:00+07:00,4049.805,4050.105,4049.745,4049.915,8580
2026-07-24T03:38:00+07:00,4049.925,4050.535,4049.755,4050.095,14580
2026-07-24T03:39:00+07:00,4050.145,4050.245,4049.695,4049.905,12780
2026-07-24T03:40:00+07:00,4049.855,4049.885,4049.225,4049.635,15270
2026-07-24T03:41:00+07:00,4049.665,4049.765,4049.085,4049.185,9360
2026-07-24T03:42:00+07:00,4049.225,4049.295,4048.595,4048.905,7440
2026-07-24T03:43:00+07:00,4048.875,4049.275,4048.815,4049.255,9660
2026-07-24T03:44:00+07:00,4049.225,4049.795,4049.155,4049.695,11400
2026-07-24T03:45:00+07:00,4049.515,4049.795,4048.825,4048.945,12720
2026-07-24T03:46:00+07:00,4048.925,4049.025,4048.495,4048.995,8010
2026-07-24T03:47:00+07:00,4048.955,4049.225,4048.845,4048.915,7500
2026-07-24T03:48:00+07:00,4048.935,4049.865,4048.935,4049.425,7170
2026-07-24T03:49:00+07:00,4049.295,4049.675,4049.235,4049.265,8850
2026-07-24T03:50:00+07:00,4049.345,4049.455,4048.855,4048.855,8280
2026-07-24T03:51:00+07:00,4048.885,4049.285,4048.665,4048.785,9450
2026-07-24T03:52:00+07:00,4048.745,4048.895,4047.285,4047.365,11130
2026-07-24T03:53:00+07:00,4047.465,4047.785,4047.265,4047.615,5430
2026-07-24T03:54:00+07:00,4047.665,4048.395,4047.565,4048.015,5760
2026-07-24T03:55:00+07:00,4047.975,4049.455,4047.975,4049.275,10260
2026-07-24T03:56:00+07:00,4049.215,4049.215,4048.505,4048.805,3840
2026-07-24T03:57:00+07:00,4048.855,4049.235,4048.685,4048.845,5970
2026-07-24T03:58:00+07:00,4048.905,4049.435,4048.795,4049.185,12150
2026-07-24T03:59:00+07:00,4049.225,4049.905,4049.125,4049.375,12000
2026-07-24T05:00:00+07:00,4049.365,4049.965,4048.035,4048.855,23970
2026-07-24T05:01:00+07:00,4048.355,4049.575,4048.225,4049.335,9090
2026-07-24T05:02:00+07:00,4049.405,4049.505,4049.175,4049.415,5670
2026-07-24T05:03:00+07:00,4049.345,4049.545,4048.605,4048.955,5400
2026-07-24T05:04:00+07:00,4049.095,4049.445,4048.415,4048.895,6120
2026-07-24T05:05:00+07:00,4049.045,4049.235,4048.725,4049.115,2790
2026-07-24T05:06:00+07:00,4049.055,4049.415,4048.555,4048.885,4410
2026-07-24T05:07:00+07:00,4049.235,4049.895,4049.105,4049.855,4320
2026-07-24T05:08:00+07:00,4049.795,4050.275,4048.965,4048.985,4950
2026-07-24T05:09:00+07:00,4049.055,4049.185,4048.335,4048.895,4050
2026-07-24T05:10:00+07:00,4048.915,4049.185,4048.865,4048.975,2610
2026-07-24T05:11:00+07:00,4048.855,4049.325,4048.695,4049.095,2610
2026-07-24T05:12:00+07:00,4048.945,4049.355,4048.945,4049.105,2250
2026-07-24T05:13:00+07:00,4048.925,4049.105,4048.715,4048.785,2430
2026-07-24T05:14:00+07:00,4048.865,4049.025,4048.615,4048.615,2520
2026-07-24T05:15:00+07:00,4048.565,4049.395,4048.565,4049.345,2790
2026-07-24T05:16:00+07:00,4049.255,4049.675,4049.055,4049.415,3870
2026-07-24T05:17:00+07:00,4049.435,4049.495,4049.005,4049.145,2610
2026-07-24T05:18:00+07:00,4049.105,4049.505,4049.055,4049.415,1800
2026-07-24T05:19:00+07:00,4049.495,4049.655,4049.065,4049.335,2790
2026-07-24T05:20:00+07:00,4049.305,4049.335,4048.965,4049.165,1170
2026-07-24T05:21:00+07:00,4049.205,4049.875,4049.205,4049.675,2520
2026-07-24T05:22:00+07:00,4049.625,4049.725,4049.205,4049.555,3060
2026-07-24T05:23:00+07:00,4049.575,4049.805,4049.415,4049.605,4500
2026-07-24T05:24:00+07:00,4049.575,4050.045,4048.875,4049.545,5520
2026-07-24T05:25:00+07:00,4049.545,4049.845,4049.375,4049.615,5940
2026-07-24T05:26:00+07:00,4049.675,4049.775,4049.145,4049.265,5400
2026-07-24T05:27:00+07:00,4049.235,4049.555,4049.055,4049.295,6840
2026-07-24T05:28:00+07:00,4049.325,4049.325,4048.995,4049.125,4950
2026-07-24T05:29:00+07:00,4049.175,4049.975,4049.115,4049.805,5670
2026-07-24T05:30:00+07:00,4049.755,4049.925,4049.375,4049.635,5400
2026-07-24T05:31:00+07:00,4049.655,4049.945,4048.695,4049.775,4800
2026-07-24T05:32:00+07:00,4049.835,4050.445,4048.915,4049.965,7500
2026-07-24T05:33:00+07:00,4049.995,4049.995,4049.505,4049.625,6750
2026-07-24T05:34:00+07:00,4049.635,4050.035,4049.425,4049.855,8010
2026-07-24T05:35:00+07:00,4049.725,4049.815,4049.375,4049.535,5940
2026-07-24T05:36:00+07:00,4049.725,4049.735,4049.495,4049.665,5130
2026-07-24T05:37:00+07:00,4049.605,4049.755,4049.355,4049.585,5490
2026-07-24T05:38:00+07:00,4049.465,4050.155,4049.465,4049.755,5400
2026-07-24T05:39:00+07:00,4049.775,4049.905,4049.495,4049.505,6030
2026-07-24T05:40:00+07:00,4049.595,4049.765,4049.345,4049.345,2700
2026-07-24T05:41:00+07:00,4049.385,4049.805,4049.085,4049.675,5040
2026-07-24T05:42:00+07:00,4049.475,4050.175,4049.035,4049.575,8370
2026-07-24T05:43:00+07:00,4049.365,4049.925,4048.505,4048.705,6750
2026-07-24T05:44:00+07:00,4048.795,4049.195,4048.615,4049.165,2610
2026-07-24T05:45:00+07:00,4049.195,4049.335,4048.935,4049.265,2610
2026-07-24T05:46:00+07:00,4049.225,4049.795,4049.225,4049.625,7920
2026-07-24T05:47:00+07:00,4049.655,4049.725,4048.925,4049.415,4500
2026-07-24T05:48:00+07:00,4049.335,4049.645,4048.585,4049.515,4590
2026-07-24T05:49:00+07:00,4049.545,4049.665,4048.255,4048.475,3870
2026-07-24T05:50:00+07:00,4048.455,4050.455,4048.405,4049.685,10170
2026-07-24T05:51:00+07:00,4049.725,4049.785,4049.135,4049.465,6660
2026-07-24T05:52:00+07:00,4049.515,4049.855,4049.485,4049.635,3780
2026-07-24T05:53:00+07:00,4049.665,4049.805,4049.635,4049.715,1440
2026-07-24T05:54:00+07:00,4049.775,4049.875,4049.655,4049.695,2790
2026-07-24T05:55:00+07:00,4049.715,4049.925,4049.645,4049.905,4290
2026-07-24T05:56:00+07:00,4049.885,4049.975,4049.555,4049.635,2010
2026-07-24T05:57:00+07:00,4050.105,4050.105,4048.285,4048.825,10170
2026-07-24T05:58:00+07:00,4048.785,4049.045,4048.575,4048.845,2010
2026-07-24T05:59:00+07:00,4048.805,4048.905,4048.685,4048.905,960
2026-07-24T06:00:00+07:00,4048.895,4048.905,4048.745,4048.805,2520
2026-07-24T06:01:00+07:00,4048.835,4049.165,4048.755,4048.835,2280
2026-07-24T06:02:00+07:00,4048.835,4049.045,4048.595,4048.745,3120
2026-07-24T06:03:00+07:00,4048.705,4048.705,4048.105,4048.385,3720
2026-07-24T06:04:00+07:00,4048.515,4048.585,4047.985,4048.125,2160
2026-07-24T06:05:00+07:00,4048.195,4048.455,4048.195,4048.265,3000
2026-07-24T06:06:00+07:00,4048.265,4048.305,4048.055,4048.055,1560
2026-07-24T06:07:00+07:00,4047.705,4047.855,4047.315,4047.365,3960
2026-07-24T06:08:00+07:00,4047.165,4047.535,4047.005,4047.325,5040
2026-07-24T06:09:00+07:00,4047.255,4047.815,4047.255,4047.625,3000
2026-07-24T06:10:00+07:00,4047.625,4048.425,4047.545,4047.975,5520
2026-07-24T06:11:00+07:00,4048.075,4048.075,4047.225,4047.425,6480
2026-07-24T06:12:00+07:00,4047.415,4047.465,4047.195,4047.355,5730
2026-07-24T06:13:00+07:00,4047.255,4047.615,4047.175,4047.615,2580
2026-07-24T06:14:00+07:00,4047.645,4048.445,4047.115,4048.165,9000
2026-07-24T06:15:00+07:00,4048.195,4049.095,4048.155,4048.515,7110
2026-07-24T06:16:00+07:00,4048.555,4048.725,4048.365,4048.515,6870
2026-07-24T06:17:00+07:00,4048.535,4048.555,4047.665,4048.135,7500
2026-07-24T06:18:00+07:00,4048.195,4048.365,4047.795,4047.875,6810
2026-07-24T06:19:00+07:00,4047.795,4047.825,4046.775,4047.115,8640
2026-07-24T06:20:00+07:00,4047.055,4048.165,4046.895,4047.945,8130
2026-07-24T06:21:00+07:00,4047.915,4048.625,4047.765,4048.485,7890
2026-07-24T06:22:00+07:00,4048.525,4048.795,4048.175,4048.795,5610
2026-07-24T06:23:00+07:00,4048.785,4048.805,4048.255,4048.305,8640
2026-07-24T06:24:00+07:00,4048.305,4048.955,4048.285,4048.935,5820
2026-07-24T06:25:00+07:00,4048.935,4049.785,4048.935,4049.425,10140
2026-07-24T06:26:00+07:00,4049.405,4049.515,4048.905,4048.945,5760
2026-07-24T06:27:00+07:00,4048.975,4049.035,4048.585,4048.925,6000
2026-07-24T06:28:00+07:00,4048.925,4049.565,4048.685,4048.865,7170
2026-07-24T06:29:00+07:00,4048.835,4049.155,4048.585,4048.885,7860
2026-07-24T06:30:00+07:00,4048.755,4049.605,4048.755,4049.175,12690
2026-07-24T06:31:00+07:00,4049.195,4049.315,4048.915,4049.275,7290
2026-07-24T06:32:00+07:00,4049.255,4050.155,4049.175,4049.385,11730
2026-07-24T06:33:00+07:00,4049.355,4050.315,4049.325,4049.925,12990
2026-07-24T06:34:00+07:00,4050.015,4050.845,4049.485,4050.575,18000
2026-07-24T06:35:00+07:00,4050.515,4050.515,4048.695,4048.915,11250
2026-07-24T06:36:00+07:00,4048.875,4049.135,4048.405,4048.525,6210
2026-07-24T06:37:00+07:00,4048.475,4049.215,4048.325,4049.015,6240
2026-07-24T06:38:00+07:00,4049.035,4049.935,4048.605,4049.275,10620
2026-07-24T06:39:00+07:00,4049.335,4049.415,4048.045,4048.075,14970
2026-07-24T06:40:00+07:00,4048.175,4048.245,4046.705,4047.165,23220
2026-07-24T06:41:00+07:00,4047.425,4048.175,4047.125,4047.835,13020
2026-07-24T06:42:00+07:00,4047.785,4047.935,4046.985,4047.615,15060
2026-07-24T06:43:00+07:00,4047.645,4047.675,4047.135,4047.305,7140
2026-07-24T06:44:00+07:00,4047.485,4048.325,4047.265,4047.945,11880
2026-07-24T06:45:00+07:00,4048.005,4048.445,4046.775,4047.055,35880
2026-07-24T06:46:00+07:00,4046.975,4047.795,4046.605,4046.995,12720
2026-07-24T06:47:00+07:00,4046.895,4047.895,4046.815,4047.575,15540
2026-07-24T06:48:00+07:00,4047.595,4049.455,4047.465,4049.355,12960
2026-07-24T06:49:00+07:00,4049.365,4049.395,4048.255,4048.365,10320
2026-07-24T06:50:00+07:00,4048.325,4048.645,4047.635,4047.815,11400
2026-07-24T06:51:00+07:00,4047.775,4048.055,4047.625,4047.845,9960
2026-07-24T06:52:00+07:00,4048.075,4048.665,4047.815,4048.385,13890
2026-07-24T06:53:00+07:00,4048.365,4049.425,4048.165,4048.325,14010
2026-07-24T06:54:00+07:00,4048.305,4048.325,4046.835,4047.295,14520
2026-07-24T06:55:00+07:00,4047.255,4047.985,4046.685,4047.415,16860
2026-07-24T06:56:00+07:00,4047.475,4047.735,4047.025,4047.485,13890
2026-07-24T06:57:00+07:00,4047.565,4048.155,4047.485,4047.825,15720
2026-07-24T06:58:00+07:00,4047.865,4047.945,4047.585,4047.845,17850
2026-07-24T06:59:00+07:00,4047.765,4047.875,4046.285,4046.765,24750
2026-07-24T07:00:00+07:00,4046.725,4049.355,4046.605,4048.155,45510
2026-07-24T07:01:00+07:00,4048.275,4049.275,4047.815,4048.955,33540
2026-07-24T07:02:00+07:00,4048.905,4049.815,4047.865,4048.725,34560
2026-07-24T07:03:00+07:00,4048.755,4049.405,4048.175,4048.645,28290
2026-07-24T07:04:00+07:00,4048.405,4048.645,4046.835,4047.015,26940
2026-07-24T07:05:00+07:00,4047.105,4047.355,4045.625,4046.625,31410
2026-07-24T07:06:00+07:00,4046.605,4046.775,4045.445,4045.925,36150
2026-07-24T07:07:00+07:00,4045.865,4045.865,4044.605,4045.515,28680
2026-07-24T07:08:00+07:00,4045.505,4045.815,4044.765,4045.085,22830
2026-07-24T07:09:00+07:00,4044.985,4046.535,4044.665,4045.385,22650
2026-07-24T07:10:00+07:00,4045.425,4046.305,4043.595,4044.025,29940
2026-07-24T07:11:00+07:00,4043.995,4044.365,4043.265,4043.455,25500
2026-07-24T07:12:00+07:00,4043.495,4044.145,4042.885,4043.755,27510
2026-07-24T07:13:00+07:00,4043.885,4044.055,4043.025,4043.425,24390
2026-07-24T07:14:00+07:00,4043.385,4043.455,4041.015,4041.425,29190
2026-07-24T07:15:00+07:00,4041.385,4042.175,4041.125,4041.335,28590
2026-07-24T07:16:00+07:00,4041.425,4043.755,4041.295,4043.715,28410
2026-07-24T07:17:00+07:00,4043.685,4043.795,4042.255,4042.865,23790
2026-07-24T07:18:00+07:00,4042.845,4044.895,4042.845,4044.405,21960
2026-07-24T07:19:00+07:00,4044.445,4044.825,4042.725,4042.925,21540
2026-07-24T07:20:00+07:00,4042.945,4043.935,4042.645,4043.935,19770
2026-07-24T07:21:00+07:00,4044.065,4045.735,4043.025,4044.985,32760
2026-07-24T07:22:00+07:00,4044.795,4045.965,4044.455,4045.875,30240
2026-07-24T07:23:00+07:00,4045.605,4047.765,4045.565,4046.645,33900
2026-07-24T07:24:00+07:00,4046.665,4047.065,4045.805,4045.845,27240
2026-07-24T07:25:00+07:00,4045.875,4046.585,4045.085,4045.315,26490
2026-07-24T07:26:00+07:00,4045.275,4045.465,4044.685,4045.005,30060
2026-07-24T07:27:00+07:00,4044.925,4045.575,4043.715,4044.785,30270
2026-07-24T07:28:00+07:00,4044.805,4045.445,4044.175,4044.605,31050
2026-07-24T07:29:00+07:00,4044.555,4046.475,4044.555,4046.335,31020
2026-07-24T07:30:00+07:00,4046.355,4046.965,4045.885,4046.015,34920
2026-07-24T07:31:00+07:00,4046.045,4046.765,4045.575,4046.375,27840
2026-07-24T07:32:00+07:00,4046.305,4046.355,4045.435,4046.195,25560
2026-07-24T07:33:00+07:00,4046.175,4047.065,4045.925,4046.855,24180
2026-07-24T07:34:00+07:00,4046.885,4046.925,4044.635,4045.895,21000
2026-07-24T07:35:00+07:00,4045.915,4046.375,4045.085,4045.535,20580
2026-07-24T07:36:00+07:00,4045.575,4048.095,4045.525,4047.785,27960
2026-07-24T07:37:00+07:00,4048.025,4049.335,4047.445,4048.825,25650
2026-07-24T07:38:00+07:00,4048.795,4049.505,4048.575,4048.955,21600
2026-07-24T07:39:00+07:00,4049.015,4049.615,4048.155,4048.165,22710
2026-07-24T07:40:00+07:00,4048.185,4048.865,4047.825,4048.255,22500
2026-07-24T07:41:00+07:00,4048.285,4048.735,4047.475,4047.775,24720
2026-07-24T07:42:00+07:00,4047.795,4049.265,4047.485,4049.145,18240
2026-07-24T07:43:00+07:00,4049.105,4050.085,4048.925,4049.405,23160
2026-07-24T07:44:00+07:00,4049.445,4049.945,4048.715,4049.125,23250
2026-07-24T07:45:00+07:00,4049.195,4049.625,4048.745,4049.345,21390
2026-07-24T07:46:00+07:00,4049.225,4049.795,4048.665,4049.475,23100
